date,ticker,name,sector,ret,vol,sharpe,var,es
2025-07-04,ALVO,ALVO,Iceland,0.07673276656206282,0.5357017479355943,0.004204979110450505,-0.042351166472989754,-0.07304827293407148
2025-07-07,ALVO,ALVO,Iceland,0.0823019721312684,0.5356597424027076,0.014537292045395138,-0.042351166472989754,-0.07304827293407148
2025-07-08,ALVO,ALVO,Iceland,0.07924640683220104,0.535713166642119,0.008766882379774,-0.042351166472989754,-0.07304827293407148
2025-07-09,ALVO,ALVO,Iceland,0.07771735484443346,0.535720594641016,0.00584733884204144,-0.042351166472989754,-0.07304827293407148
2025-07-10,ALVO,ALVO,Iceland,0.07488084964397848,0.5357979661247649,0.0004872958943931058,-0.042351166472989754,-0.07304827293407148
2025-07-11,ALVO,ALVO,Iceland,0.08852495189993696,0.5353900823168095,0.025906815182492524,-0.042351166472989754,-0.07304827293407148
2025-07-14,ALVO,ALVO,Iceland,0.09407012323950086,0.5350604064379282,0.03622110798620463,-0.042351166472989754,-0.07304827293407148
2025-07-15,ALVO,ALVO,Iceland,0.10620196800292454,0.5356154771438697,0.058768621101188245,-0.042351166472989754,-0.07304827293407148
2025-07-16,ALVO,ALVO,Iceland,0.09770610960731525,0.5359296622286961,0.04281640625975428,-0.042351166472989754,-0.07304827293407148
2025-07-17,ALVO,ALVO,Iceland,0.09751521966524046,0.5359316771928688,0.0423948624004009,-0.042351166472989754,-0.07304827293407148
2025-07-18,ALVO,ALVO,Iceland,0.09873724264458561,0.5359480150500067,0.04460848725369003,-0.042351166472989754,-0.07304827293407148
2025-07-21,ALVO,ALVO,Iceland,0.10955516664965052,0.5358991775917517,0.06473384017307988,-0.042351166472989754,-0.07304827293407148
2025-07-22,ALVO,ALVO,Iceland,0.11592752245046511,0.535505940472235,0.07661581678027536,-0.04197744916849874,-0.07304201354635274
2025-07-23,ALVO,ALVO,Iceland,0.15266020962563012,0.5329941286646442,0.1458289416769264,-0.04130401452851981,-0.07174030937091262
2025-07-24,ALVO,ALVO,Iceland,0.1656733410582576,0.5333018496793884,0.17008033761439906,-0.04130401452851981,-0.07174030937091262
2025-07-25,ALVO,ALVO,Iceland,0.17827769686231365,0.5333750333158699,0.19362280854041425,-0.04130401452851981,-0.07174030937091262
2025-07-28,ALVO,ALVO,Iceland,0.1972682896212329,0.5345403359740459,0.22866229916998357,-0.04130401452851981,-0.07174030937091262
2025-07-29,ALVO,ALVO,Iceland,0.21159722251452223,0.5341678758537907,0.25558109874361723,-0.04130401452851981,-0.07174030937091262
2025-07-30,ALVO,ALVO,Iceland,0.20369441824808163,0.534248704812162,0.24068465624277147,-0.04130401452851981,-0.07174030937091262
2025-07-31,ALVO,ALVO,Iceland,0.18468274025712964,0.5344557242901047,0.20495401284821269,-0.04130401452851981,-0.07174030937091262
2025-08-01,ALVO,ALVO,Iceland,0.15600006666855082,0.5331076874569829,0.1516039464520824,-0.04130401452851981,-0.07174030937091262
2025-08-05,ALVO,ALVO,Iceland,0.13675186706735767,0.5333626174532342,0.11537757839706546,-0.04130401452851981,-0.07174030937091262
2025-08-06,ALVO,ALVO,Iceland,0.13486352963984147,0.5334534652224109,0.11175259169972614,-0.04130401452851981,-0.07174030937091262
2025-08-07,ALVO,ALVO,Iceland,0.13140850931963716,0.5334843380497961,0.1052042964987791,-0.04130401452851981,-0.07174030937091262
2025-08-08,ALVO,ALVO,Iceland,0.12827082013543634,0.5334873371416008,0.09925673791098023,-0.04130401452851981,-0.07174030937091262
2025-08-11,ALVO,ALVO,Iceland,0.13439344994227667,0.5336505410521943,0.11063401153865275,-0.04130401452851981,-0.07174030937091262
2025-08-12,ALVO,ALVO,Iceland,0.12886858806382362,0.5335688274903825,0.10023092240510147,-0.04130401452851981,-0.07174030937091262
2025-08-13,ALVO,ALVO,Iceland,0.13932617079893578,0.5336185159700944,0.11975359564305071,-0.04130401452851981,-0.07174030937091262
2025-08-14,ALVO,ALVO,Iceland,0.11700201177752907,0.5355005701134001,0.07757906675425029,-0.04197744916849874,-0.07269822502988256
2025-08-15,ALVO,ALVO,Iceland,0.1384778115049279,0.5349890556544823,0.1177304302686318,-0.04130401452851981,-0.07262345613886657
2025-08-18,ALVO,ALVO,Iceland,0.15798211334406284,0.5358586036020853,0.15387240310061348,-0.04130401452851981,-0.07262345613886657
2025-08-19,ALVO,ALVO,Iceland,0.14839162855032598,0.5357761021135232,0.13593070591504205,-0.04130401452851981,-0.07262345613886657
2025-08-20,ALVO,ALVO,Iceland,0.12799335163458717,0.5362318348628646,0.09770998467184878,-0.04197744916849874,-0.07263596188705254
2021-07-05,ARION,ARION,Iceland,0.23850414046629917,0.2827040977490515,0.7577389923410413,-0.024900351169585055,-0.04104244715026852
2021-07-06,ARION,ARION,Iceland,0.2402842590942439,0.28266070600478366,0.7642997866983894,-0.024900351169585055,-0.04104244715026852
2021-07-07,ARION,ARION,Iceland,0.24700657949772464,0.28232110305193,0.7891769896862763,-0.024900351169585055,-0.04104244715026852
2021-07-08,ARION,ARION,Iceland,0.2485569670946239,0.28230242438543773,0.7948680810563505,-0.024900351169585055,-0.04104244715026852
2021-07-09,ARION,ARION,Iceland,0.2502508923282687,0.282319166049127,0.8009679090068652,-0.024900351169585055,-0.04104244715026852
2021-07-12,ARION,ARION,Iceland,0.2540027253632432,0.2823971136290326,0.8141793756448154,-0.024900351169585055,-0.04104244715026852
2021-07-13,ARION,ARION,Iceland,0.25731570413634464,0.2824718526071604,0.8258376100865298,-0.024900351169585055,-0.04104244715026852
2021-07-14,ARION,ARION,Iceland,0.2795849078008972,0.2819020829759999,0.9066484216168444,-0.0248070657436347,-0.04065305330368084
2021-07-15,ARION,ARION,Iceland,0.2618798406733011,0.28067071356862777,0.8476908889792185,-0.0248070657436347,-0.04065305330368084
2021-07-16,ARION,ARION,Iceland,0.2635367590795034,0.2805954025550255,0.8539695168275628,-0.0248070657436347,-0.04065305330368084
2021-07-19,ARION,ARION,Iceland,0.2515607111753118,0.28140293134815975,0.8091062399075987,-0.024900351169585055,-0.040944296473022855
2021-07-20,ARION,ARION,Iceland,0.2516978474304969,0.2814001986627755,0.8097471155401137,-0.024900351169585055,-0.040944296473022855
2021-07-21,ARION,ARION,Iceland,0.24881470040221518,0.2813350067141128,0.7998323778537243,-0.024900351169585055,-0.040944296473022855
2021-07-22,ARION,ARION,Iceland,0.2441587227432041,0.2813894137264987,0.7832770325581092,-0.024900351169585055,-0.040944296473022855
2021-07-23,ARION,ARION,Iceland,0.24022027214527075,0.2813643106254373,0.769494926844419,-0.024900351169585055,-0.040944296473022855
2021-07-26,ARION,ARION,Iceland,0.24002903099017422,0.28136466783827285,0.7689599599369139,-0.024900351169585055,-0.040944296473022855
2021-07-27,ARION,ARION,Iceland,0.24184177501340817,0.28136115308028786,0.7755580348786605,-0.024900351169585055,-0.040944296473022855
2021-07-28,ARION,ARION,Iceland,0.24236424105311558,0.28136079332535396,0.77756165551891,-0.024900351169585055,-0.040944296473022855
2021-07-29,ARION,ARION,Iceland,0.2510613791820167,0.28155717041195405,0.8080543546254662,-0.024900351169585055,-0.040944296473022855
2021-07-30,ARION,ARION,Iceland,0.2533812013979346,0.281480886586989,0.8166604769258745,-0.024900351169585055,-0.040944296473022855
2021-08-03,ARION,ARION,Iceland,0.2665128148863723,0.28043525891906845,0.8666774811171458,-0.0248070657436347,-0.04051803976344334
2021-08-04,ARION,ARION,Iceland,0.26187565740368635,0.28018629747474094,0.8510436224938877,-0.0248070657436347,-0.04051803976344334
2021-08-05,ARION,ARION,Iceland,0.2675423228553734,0.28024093402419525,0.871244677799237,-0.0248070657436347,-0.04051803976344334
2021-08-06,ARION,ARION,Iceland,0.24758224301505402,0.2781753214238125,0.8061068056646518,-0.0248070657436347,-0.04051803976344334
